"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","NL_NAME_1","VARNAME_1","TYPE_1","ENGTYPE_1"
1764,124,"LVA","Latvia",1,"Kurzeme","","","Province","Province"
1765,124,"LVA","Latvia",2,"Latgale","","","Province","Province"
1766,124,"LVA","Latvia",3,"Riga","","","Province","Province"
1767,124,"LVA","Latvia",4,"Vidzeme","","","Province","Province"
1768,124,"LVA","Latvia",5,"Zemgale","","","Province","Province"
