Код,RegionName,ВёскаЗапісу,Широта,Долгота
156,Минская,Заколюжье ,54.35372,28.06535
158,Минская,Залозье ,52.7515,27.277
159,Витебская,Замостье ,54.8780205,28.4922566
160,Минская,Замостье,53.2066,27.5993
161,Гомельская,Замошье ,51.9759,28.4044
162,Витебская,Замошье ,55.0624,30.8705
163,Витебская,Замошье ,55.06961,28.94575
164,Брестская,Замшаны ,51.837,24.0859
165,Витебская,Заозерье ,55.3322,28.7501
166,Витебская,Заозерье ,54.9925,28.6531
167,Минская,Заостровечье ,52.9015,26.7714
168,Витебская,Запрудье ,54.1741,29.9292
169,Витебская,Зарачье ,55.6418,26.9354
170,Брестская,Заречка ,52.05,25.1211
171,Брестская,Засимы,52.3419,24.4571
173,Гомельская,Заспа,52.2581,30.4995
174,Витебская,Захарово ,55.3685,29.2583
175,Минская,Зеленая Дуброва ,53.1648,28.2704
177,Минская,Знамя ,53.046,27.3648
178,Гомельская,Золотуха ,52.3246,29.7781
179,Гродненская,Ивье ,53.931233,25.774175
180,Минская,Ижа ,54.66,26.7713
181,Витебская,Иконка ,54.89302,28.97232
182,Брестская,Именин,52.2380,24.9100
183,Минская,Казаки ,53.967816,27.146927
184,Минская,Каменка ,53.1677,27.2271
185,Гомельская,Камень ,52.0063,28.6956
186,Витебская,Камоски ,55.03807,29.38654
187,Витебская,Караевичи ,54.9175,28.989
188,Витебская,Карповичи ,54.9355,29.8129
189,Могилевская,Карповичи ,52.9841,28.8241
190,Минская,Карцевичи ,53.1921,26.6102
191,Витебская,Кветча ,54.6958,28.3115
192,Витебская,Кисели ,55.6206,28.02664
193,Витебская,Кищуровщина ,54.8143475,29.4778532
194,Витебская,Климяты ,55.48396,28.19281
196,Минская,Клубыничи ,54.5577,29.4284
197,Брестская,Ковали ,52.8803,25.0185
198,Брестская,Ковалики ,52.3678,23.3461
199,Брестская,Ковнятин ,52.3336,26.0403
200,Минская,Ковшово ,53.8739,27.0635
201,Витебская,Козловщина ,55.1907,27.3582
202,Витебская,Коковчино ,54.6855,30.0831
203,Минская,Колки ,52.8333,26.9237
204,Брестская,Колонск ,52.461,25.7792
205,Гомельская,Комаровичи ,52.4592,28.4631
206,Витебская,Комары ,55.15507,30.04422
207,Минская,Комлевщина ,52.934,26.8079
208,Витебская,Константиново ,55.122400,27.505400
210,Витебская,Коптевичи ,54.8813,29.1618
211,Витебская,Корабы 2-е,55.11573,27.542369
212,Витебская,Коровка ,55.3921,30.6052
213,Витебская,Королевичи ,54.8467,29.6716
214,Минская,Косеничи ,54.5907,29.4508
215,Могилевская,Костюковичи ,53.346591,32.04641
216,Гомельская,Костюковичи ,52.1087,29.0171
217,Гродненская,Котчино ,53.2775,24.9428
218,Гомельская,Кочище ,51.74251,28.92469
219,Гомельская,Кошара ,53.0904,29.8267
221,Витебская,Крайцы ,54.6698,28.2729
222,Витебская,Крапивно ,54.5155,30.5914
223,Витебская,Красники ,54.6777,27.9455
225,Минская,Красное ,54.09073,28.59482
227,Витебская,Красыни ,55.2399,30.8912
228,Брестская,Кривляны ,52.2858,24.0724
229,Минская,Криница ,53.2837,27.1868
230,Минская,Круглица,54.454,29.0428
231,Минская,Крупица ,53.6804,27.5345
232,Гомельская,Крюки ,51.5168,30.2692
235,Минская,Лавница ,54.0705,28.8762
236,Витебская,Лавишки ,55.11789,27.42531
237,Брестская,Ладорож ,51.8958,26.1796
238,Брестская,Ланская ,51.6941,23.9438
239,Минская,Лань ,53.1481,26.6868
240,Витебская,Лапуты ,54.9084,27.7662
241,Брестская,Ласицк ,51.9301,26.2907
243,Гомельская,Лесовая Буда ,53.0379,30.5698
244,Минская,Лесуны ,53.0148,27.654
245,Минская,Лешница ,53.7268,27.7632
246,Витебская,Лещилово ,55.7019,28.1236
247,Могилевская,Лидино ,54.285,30.0585
248,Витебская,Лиозно ,55.020858,30.803761
250,Гомельская,Липово ,52.3605743,29.5691129
251,Витебская,Лобачево ,55.0271,29.4426
252,Гродненская,Лобзово ,53.265,24.9806
253,Могилевская,Лобковичи ,53.8288,31.7514
254,Брестская,Лосичи ,52.0203,26.221
255,Брестская,Лука ,51.9021,26.6139
256,Брестская,Луково ,51.8864,24.2298
257,Минская,Лысовщина ,53.7446,27.754
260,Минская,Любань ,52.797008,27.997918
261,Брестская,Любонь ,52.23962,27.14098
264,Гродненская,Ляховичи ,53.8427,25.81083
265,Брестская,Ляховичи ,52.05964,25.12721
266,Минская,Ляховка ,54.2914,28.2964
267,Брестская,Ляховцы ,51.8003,24.1984
268,Гомельская,Мадора ,53.1409,30.185
269,Минская,Макавчицы ,53.69507,27.11108
270,Брестская,Малая Своротва ,53.361345,25.696533
271,Брестская,Малечь,52.4829887,24.7016817
272,Могилевская,Малиновка ,53.765300,31.467400
273,Гомельская,Малые Автюки ,52.14139,29.521173
274,Гомельская,Махновичи ,51.8799,28.7977
276,Брестская,Орлы Малые,52.0406,27.03984
277,Витебская,Маняково ,55.5336,28.2361
278,Брестская,Марциново ,52.09442,24.89039
279,Минская,Марьина Горка,53.5005,28.1504
280,Минская,Маяк ,53.1241,27.4586
281,Минская,Междуречье ,53.57646,28.32215
283,Минская,Микуличи ,53.6298,27.0909
284,Гродненская,Милошевичи ,53.2661,25.3267
285,Витебская,Мишкуры ,55.243411,30.274158
286,Брестская,Могилица ,52.77574,25.5984
287,Брестская,Можейки ,52.283,24.0496
288,Брестская,Мокрое ,52.6533,24.4177
289,Брестская,Молотковичи ,52.1196,25.9207
291,Минская,Морочь ,52.8753,26.8685
292,Брестская,Мотоль ,52.313206,25.5962896
293,Брестская,Мурава ,52.6411,24.2209
294,Могилевская,Мыслотино ,52.9213,28.6236
295,Витебская,Мяклово ,55.0575,30.266
297,Минская,Нагорное ,52.9642,26.7618
298,Витебская,Невгодово ,54.8046,29.0899
299,Гомельская,Неглюбка ,52.765776,31.52447
302,Витебская,Немойта ,54.7456,29.7718
303,Витебская,Нестеровщина ,54.9557,28.0091
305,Брестская,Нивки ,52.4712,25.1612
306,Брестская,Николаево ,52.3973,23.7594
308,Минская,Новая Родина ,53.67267,27.45106
310,Брестская,Новоселки ,52.025740,24.351599
311,Витебская,Новоселки ,55.01499,26.53590
312,Гродненская,Новый Двор ,53.811,24.5553
313,Гомельская,Нудичи ,51.7215,30.1946
314,Витебская,Оболь ,55.3528,29.2996
315,Брестская,Оброво ,52.5101,25.5612
316,Брестская,Одрижин ,51.9693,25.4585
317,Брестская,Оздамичи ,52.0205,27.4835
318,Витебская,Озеравцы ,55.6017,27.1249
319,Минская,Озерище ,53.9350949,27.7245785
320,Гомельская,Октябрь ,52.6745,30.8194
321,Брестская,Олишевичи ,52.5565,24.5497
323,Витебская,Ольшанка ,55.76368,26.97865
325,Брестская,Онисковичи ,52.1255,24.7147
326,Брестская,Ополь ,52.3242,25.4406
327,Витебская,Ореховск ,54.6832,30.4982
329,Брестская,Осиповичи ,52.138,24.813
330,Брестская,Осовая ,52.027,26.7487
331,Витебская,Остевичи ,55.5455,28.21
332,Брестская,Остров ,51.916,26.2192
333,Витебская,Островляне ,55.39782,27.41784
335,Минская,Отрадное ,52.7151,27.7838
337,Гродненская,Павлово ,53.2631,25.2869
338,Минская,Пальчик ,53.6545,28.4236
339,Витебская,Панкры ,55.8373,29.9546
341,Могилевская,Папоротка ,53.7535,32.1977
342,Брестская,Парохонск ,52.227,26.4496
343,Гродненская,Пележин ,53.2468516,24.9616404
344,Брестская,Первомайск ,52.1973,24.8134
346,Минская,Перевоз ,53.5581,28.9488
348,Брестская,Перехрестье ,53.022,26.398
349,Минская,Песочное ,53.3353,27.1046
350,Гомельская,Пирки ,51.5538,30.3778
352,Витебская,Плиссы ,55.06708,29.91577
353,Минская,Плоское ,53.5492,27.1814
354,Витебская,Плюсы ,55.8142,27.0439
355,Минская,Плябань ,54.2293,27.0988
357,Гродненская,Подболотье ,53.245,24.7509
358,Минская,Подлесье ,53.3848,26.5362
359,Витебская,Подъельцы ,55.6079,27.6285
360,Минская,Покрашево ,53.1816,27.5604
361,Гродненская,Полужье ,53.5341,26.1328
362,Могилевская,Поляниновичи ,53.3764,30.5215
364,Брестская,Попина Новая,52.1162324,25.1172824
366,Витебская,Поречье ,55.43321,30.73886
367,Минская,Потейки ,53.1796,26.9559
368,Витебская,Почаевичи ,54.7957,29.1426
369,Брестская,Почапово ,53.3664,25.8245
370,Брестская,Почепово ,52.1483,26.2051
371,Витебская,Придворье ,54.8077,29.167
372,Гомельская,Присно ,52.6688,30.9794
373,Минская,Прудины ,54.4263,29.3174
375,Минская,Путчино ,53.7971,27.0271
376,Витебская,Пуховичи ,55.4519,30.7176
377,Витебская,Пышно ,54.9583,28.4859
378,Брестская,Радостово ,51.963881,24.939289
379,Брестская,Радчицк ,51.9553,26.5652
380,Витебская,Райцы ,54.4193,29.6607
381,Минская,Раков ,53.9647,27.0473
382,Витебская,Рассалом ,55.45186,29.33461
383,Минская,Рассвет ,52.8294,27.2518
384,Витебская,Рекуны ,55.632,27.9697
385,Гомельская,Речица ,52.3805,30.4114
387,Брестская,Ровбицк ,52.665269,24.081641
388,Могилевская,Рожки ,54.2901,29.7558
390,Витебская,Ромашково ,54.516,30.0446
391,Витебская,Рубежница ,54.9745,29.742
392,Гомельская,Рудня ,52.6441,29.6771
394,Минская,Русаки ,54.4382,27.8542
397,Гомельская,Ручаёвка ,51.8802,30.5091
398,Минская,Рябиновка ,53.4669,27.6477
400,Витебская,Савищино ,54.4971,30.6092
401,Витебская,Савченки ,54.9738,30.1883
402,Минская,Садовщина ,53.8016,26.9827
403,Витебская,Сачивки ,55.4998,28.1713
404,Брестская,Сварынь ,51.9745,25.0623
406,Гомельская,Светлогорск ,52.63457,29.733733
407,Гомельская,Светоч ,52.60597,29.90762
408,Гродненская,Свислочь ,53.033152,24.097793
409,Витебская,Свило 2-е ,55.162263,27.950433
410,Витебская,Свяда ,54.79145,28.6947
411,Витебская,Свядица ,54.7901,28.6958
412,Минская,Селище ,53.0024,27.4013
413,Минская,Сельцо ,52.82784,27.61806
414,Витебская,Семенец ,55.1392,27.2018
416,Витебская,Ситники ,54.8648,28.6015
417,Минская,Скабин ,53.1468,27.1396
418,Минская,Скирмонтово ,53.848333,27.065278
419,Витебская,Слобода ,55.39243,30.72195
420,Витебская,Слобода ,54.7626,28.6614
421,Витебская,Слудоши ,55.2859,29.1014
422,Минская,Смоличи ,52.8639,27.0279
423,Брестская,Смоляны ,52.5522,24.5774
424,Витебская,Смородина ,55.08004,30.66362
425,Витебская,Сосновцы,55.403885,27.374721
427,Брестская,Спорово ,52.4272,25.3158
429,Могилевская,Стайки ,53.7088,30.2707
432,Витебская,Староселье ,55.09068,30.63984
433,Минская,Старые Исаевичи ,53.016944,28.375833
435,Витебская,Стасево ,55.0913,30.6407
436,Брестская,Стахово ,52.0787,26.7139
437,Гомельская,Стодоличи ,51.7304,28.4887
438,Гомельская,Столбун ,52.7939,31.4025
439,Витебская,Столбуны ,54.5953,30.317
441,Витебская,Стринадки ,55.1499,27.9094
442,Брестская,Стытычево ,52.0626,26.133
445,Витебская,Супорница ,55.6331,28.005
446,Витебская,Суша ,55.0837,29.0176
447,Витебская,Двор-Суша ,55.088889,29.0325
448,Минская,Сырмеж,54.784,26.5904
449,Гомельская,Сырск ,53.1385,30.7758
450,Могилевская,Сычково ,53.2007,29.1089
451,Минская,Таковщина ,54.2835,28.0898
452,Минская,Танежицы ,52.9066,27.3096
453,Витебская,Тарасенки ,55.4385,30.7115
454,Гомельская,Тарканы ,52.3114,29.3939
455,Брестская,Тевли ,52.3378,24.2439
456,Минская,Теляково ,53.5179,27.3925
458,Могилевская,Темный Лес ,54.0989,31.2343
459,Брестская,Теребличи ,52.0165,27.4409
460,Могилевская,Тереховка ,53.3342,30.9006
461,Витебская,Толочин ,54.416667,29.7
462,Гомельская,Тонеж ,51.83,27.7993
463,Витебская,Торбинка ,54.79774,29.42362
465,Минская,Трояново ,53.1962,26.9322
466,Брестская,Туловщина ,52.5409,24.6379
468,Брестская,Турки ,53.0584,26.2112
469,Витебская,Турково ,55.6208,28.0356
470,Брестская,Туховичи ,52.8135,25.9646
471,Брестская,Тышковичи ,52.355,25.6112
472,Брестская,Угляны ,52.4814,24.9596
473,Брестская,Уголец ,52.0226,27.0628
474,Гродненская,Угринь Большая,53.234722,24.978889
476,Витебская,Ульяновка ,55.2327,29.2337
477,Витебская,Урбаны ,55.695,26.9001
478,Минская,Уречье ,52.9482,27.8884
479,Могилевская,Фащевка ,54.1453,30.4974
480,Брестская,Федюки ,53.0681,26.1695
481,Витебская,Ферма ,55.34726,29.24156
482,Витебская,Филиппенки ,55.3417,29.7731
483,Минская,Фольварок ,52.70279,27.9142
486,Брестская,Хидры ,52.1529,24.3665
487,Гомельская,Хильчицы ,52.0307,27.6349
488,Гродненская,Ходевляны ,53.4509,25.3688
489,Минская,Хожово ,54.2428,26.8301
490,Брестская,Хоромск ,52.0259,27.1024
492,Могилевская,Хотьково ,54.300125,30.024292
494,Минская,Чановичи ,53.1511,26.7281
496,Витебская,Черея ,54.6107,29.2784
497,Гродненская,Черкесы ,54.011,25.962
498,Витебская,Черноручье ,55.0403,30.8283
499,Минская,Чижаха ,53.5768,28.9375
500,Минская,Шашки ,53.6203,26.6748
501,Витебская,Шевели ,55.1896,30.7466
502,Витебская,Шемели ,55.7984,27.1894
503,Могилевская,Шепелевичи ,54.1258,29.56
504,Минская,Шищицы ,53.2193,27.5458
505,Витебская,Шлюбовщина ,55.3922,28.4102
506,Брестская,Шоломичи ,52.0777,26.4234
507,Витебская,Шпаковщина ,55.4727,28.3257
508,Минская,Шуляки ,53.1106,27.4819
509,Минская,Энергетик ,53.5872,27.0563
510,Брестская,Ювсичи ,52.4926,23.5813
512,Минская,Юрковичи ,53.7908,26.9825
513,Витебская,Юрковщина ,54.8371,27.5517
514,Брестская,Юхновичи ,52.1067,25.7152
515,Брестская,Юшковичи ,53.2157,26.221
518,Минская,Языль ,52.9799,27.9688
519,Минская,Якуты ,53.822639,27.0075
520,Минская,Яловка ,53.5403,27.4242
522,Витебская,Янковичи ,55.7771,28.7829
523,Брестская,Яново ,53.1109,26.0729
527,Брестская,Старышево,52.4899,23.781
528,Брестская,Рачки,52.1728,23.9145
529,Витебская,Лапишки,55.11789,27.42531
530,Минская,Андриевщина,53.6381,26.9577
531,Витебская,Ильинцы,55.2473,29.5055
532,Витебская,Хадорино,55.4302,30.7839
534,Витебская,Ладосно,55.050700,28.891634
537,Витебская,Подрезы,54.9647,29.1518
538,Витебская,Заречье,54.5819,28.0967
541,Витебская,Лавреновка,54.5413,29.8501
543,Витебская,Кугони,55.1237,28.9826
545,Витебская,Валова Гора,54.806,28.444
546,Витебская,Лозы,55.1962,28.9107
547,Гродненская,Коты,54.3846,26.4609
548,Гродненская,Старая Рудня,54.621022,26.340931
549,Гродненская,Локачи,54.6059,26.6103
550,Гродненская,Студенец,54.4294,26.2473
551,Гродненская,Маркуны,54.7809,26.1836
552,Гродненская,Быстрица,54.7972,25.872
553,Гродненская,Чернушка,54.352,26.0848
554,Гродненская,Кольчуны,54.388,25.8661
556,Гродненская,Сороки,53.4908,24.8954
559,Гродненская,Старые Девятковичи,52.9514,25.1566
560,Гродненская,Погиры,53.535,25.3867
561,Брестская,Хриса,52.4272,25.3158
562,Брестская,Дывин,51.9548,24.5748
563,Брестская,Большие Чучевичы,52.5797,26.858
564,Брестская,Вулька-2,52.3825,26.956
565,Брестская,Мыслобож,52.9914,26.2505
566,Брестская,Совейки,52.9189,26.4118
567,Брестская,Ялово,52.5611,24.4462
568,Брестская,Редигерово,52.2878,27.1857
570,Минская,Палічын,52.5905,28.2595
571,Минская,Литвичи,54.6,27.8882
572,Минская,Войниловичи,53.186,26.6699
573,Минская,Сосенка,54.5115,27.2253
574,Гомельская,Степы,52.9268,29.6217
578,Гомельская,Светиловичи,52.7952,31.312
579,Гомельская,Юрковичи,52.6487,31.1064
580,Гомельская,Старое Закружье,52.629378,31.496847
581,Гомельская,Воробьевка,52.6622,31.2503
582,Гомельская,Омельное,52.6302,31.4643
585,Гомельская,Селянин,52.0697,29.0122
586,Гомельская,Казацкие Болсуны,52.9229,31.3486
587,Гомельская,Старое Село,52.524227,31.135302
588,Гомельская,Подкаменье,52.6439,31.4494
589,Гомельская,Полесье,53.1104,27.4483
590,Гомельская,Федоровка,52.849,31.1425
592,Гомельская,Габровка,52.817,31.2249
593,Гомельская,Ерёмино,52.511146,30.939631
595,Гомельская,Сивенка,52.5787,31.3525
597,Гомельская,Хальч,52.5613,31.1365
598,Гомельская,Красный угол,52.5954,31.2839
599,Гомельская,Шерстин,52.6536,31.0563
601,Гомельская,Бартоломеевка,52.6464,31.3325
602,Гомельская,Новины,52.6505,30.9159
604,Гомельская,Волосовичи,52.9969,31.1738
605,Брестская,Адамово,52.0517,25.2593
606,Минская,Бордиловка,53.7058,27.6811
607,Гродненская,Вайкунцы,54.0894,25.0897
608,Гродненская,Годуны,53.9189,24.1617
609,Брестская,Гошево,52.2902,25.2285
610,Минская,Гуменовщина,53.643482,26.685848
611,Гродненская,Заполье,53.4262,25.7477
612,Гродненская,Новоселки,52.5114,24.9634
613,Гродненская,Солишки,54.1109,25.0933
615,Минская,Рожан,52.765765,27.118539
616,Минская,Двор,54.3157,29.1309
617,Минская,Дунцы,52.738861,27.734344
618,Гомельская,Корма,53.1330,30.8033
619,Витебская,Карпино,55.8267,29.2665
620,Витебская,Скрипки,55.439,29.7832
621,Гродненская,Катеновичи,54.8091,26.0821
622,Гродненская,Лоси,54.8481,26.1967
623,Минская,Лешицы,53.7268,27.7632
624,Могилевская,Морозово Малое,54.3287,31.1257
625,Могилевская,Митьковичи,54.20577,29.61142
626,Витебская,Поддубцы,54.5119,30.406
627,Брестская,Паре,51.8955,26.135
628,Брестская,Пинковичи,52.138,26.1669
629,Гродненская,Пацуи,53.0487,24.0546
630,Витебская,Бегомль,54.734,28.06
631,Брестская,Старые Пески,52.5185,25.1971
632,Гомельская,Хомичи,52.3687,29.6409
633,Гродненская,Ясколды,53.0609,24.0239
635,Могилевская,Радча,54.2936,29.7812
636,Минская,Паличин,52.5905,28.2595
637,Гомельская,Княжабор'е,51.8,29.23333
638,Брестская,Анискавичы,52.1255,24.7145
639,Брестская,Олтуш,51.68873,23.9689
640,Брестская,Радеж,51.712,23.8208
641,Гомельская,Симоничи,51.8803,28.0854
642,Гродненская,Сморгонь,54.4773,26.4015
643,Могилевская,Судилы,53.5492,32.149
644,Могилевская,Добрая,54.1875,30.9465
645,Брестская,Гончары,52.173900,26.024200
646,Могилевская,Гришин,53.52762,32.10694
647,Могилевская,Родня,53.5143312,32.1361728
648,Могилевская,Старый Дедин,53.7631584,32.0841718
649,Могилевская,Недведь,53.5475427,32.1455942
650,Могилевская,Головенчицы,53.73585,30.82017
651,Могилевская,Устье,53.71902,30.80772
652,Могилевская,Новоселки,53.73645,30.79125
653,Могилевская,Копани,53.71551,30.73262
654,Могилевская,Каничи,53.29107,32.17269
655,Могилевская,Печоры,53.43278,32.22599
656,Могилевская,Новая Слобода,53.468673,31.0229614
657,Витебская,Канашы,55.49847,30.42003
659,Могилевская,Кісялёва Буда,53.7230,32.1259
660,Могилевская,Цітоўка,53.433,31.70
662,Брестская,Берёза г.,52.55,24.966667
663,Минская,Сутин,53.301111,28.230833
664,Минская,Логойск г.,54.2,27.85
665,Минская,Дукора,53.6725,27.958611
666,Минская,Демьяновка,53.3675,28.321111
667,Минская,Талька,,
668,Минская,Смиловичи,53.7485,28.009167
669,Гомельская,Студёная Гута,52.148889,31.011111
670,Минская,Октябрь,55.39782,27.41784
673,Гомельская,Бабичи,52.884722,31.18
675,Брестская,Баландичи,51.974500,25.513600
676,Гродненская,Бородичи,53.160300,24.777100
678,Гродненская,Нацково,53.352192,24.837241
679,Гродненская,Глядовичи,53.524000,24.116600
680,Гомельская,Хоромцы,52.683400,28.626100
682,Гомельская,Залесье,51.488700,30.359500
683,Брестская,Дубица,51.792200,23.677800
684,Гомельская,Морозовичи,52.672800,30.545500
685,Брестская,Межлесье,52.3864,25.0031
686,Брестская,Маличи,52.481865,24.702308
687,Гродненская,Грибовцы,53.340200,24.25400
688,Гомельская,Железники,52.756500,31.324000
689,Гомельская,Рудня Прибытковская,52.284700,31.134800
690,Гомельская,Старо-Высокое,51.769091,28.833414
691,Гомельская,Новая Рудня,51.664000,29.099900
692,Гомельская,Дуброва,51.769900,28.780900
693,Гомельская,Дяковичи,52.450000,28.019200
694,Гомельская,Малые Автюки,52.137000,29.518300
695,Гомельская,Барсуки,53.135400,30.708700
696,Брестская,Мазуры,52.286984,24.687470
697,Брестская,Кажан-Городок,52.206300,27.007400
698,Брестская,Синкевичи,52.216800,27.252700
699,Брестская,Малые Чучевичи,52.595100,26.891400
701,Брестская,Межлесье,52.401600,27.041400
703,Брестская,Подборечье,52.971807,26.190444
704,Гомельская,Прудок,52.056700,29.119700
705,Брестская,Хотислав,51.710100,24.096400
706,Гродненская,Стрельцы,53.4554,24.1878
707,Брестская,Выжловичи,52.183800,25.842500
708,Гомельская,Волосовичи,52.996900,31.173800
709,Гомельская,Акшинка,52.789700,31.186200
710,Гомельская,Амельное,52.630200,31.464300
712,Гомельская,Беседь,52.636900,31.198800
713,Гомельская,Борьба,52.598400,31.380700
714,Гомельская,Буда Жгунская,52.351600,31.252600
715,Гомельская,Будище,52.991200,31.308200
716,Минская,Большая Липа,53.246500,26.510900
717,Гомельская,Большие Немки,52.868700,31.317500
718,Гомельская,Городок,52.793100,31.507800
719,Гомельская,Гарысты,52.705400,31.275100
720,Гомельская,Гута,52.697400,31.228900
721,Гомельская,Добрич,53.062778,30.852778
722,Минская,Дукора,53.6725,27.958611
723,Гомельская,Казацкие Болсуны,52.922900,31.348600
725,Гомельская,Красная Буда,52.187900,31.494400
726,Гомельская,Литвиновичи,53.188700,30.861000
727,Гомельская,Лядо,52.709700,31.513600
728,Минская,Могильное,53.412400,26.986800
729,Гомельская,Новиловка,52.828500,31.111700
730,Гомельская,Неглюбка,52.765,31.523333
731,Гомельская,Нинэль,52.843200,31.248800
732,Гомельская,Новое Залядье,52.946100,31.368100
734,Гомельская,Перелевка,52.885200,31.406100
735,Гомельская,Присно,52.668800,30.979400
736,Минская,Рог,52.473000,27.823900
738,Гомельская,Столбун,52.793900,31.402500
741,Минская,Старая Слобода,54.114100,29.313600
742,Гомельская,Старые Малыничи,52.855700,30.892200
743,Минская,Узлы,54.720900,26.937500
744,Гомельская,Ухово,52.733333,31.060278
747,Гомельская,Яново,52.831500,31.498600
748,Витебская,Москаленята,55.514300,29.822000
